1,0,	RT @spardaxyz: Fadli Zon Minta Mendagri Segera Menonaktifkan Ahok Jadi Gubernur DKI https:\/\/t.co\/KH5vIRwPdO";
2,0,	RT @baguscondromowo: Mereka terus melukai aksi dalam rangka memenjarakan Ahok atau Ahok gagal dalam Pilkada.";
3,0,	Sylvi: bagaimana gurbernur melakukan kekerasan perempuan? Buktinya banyak ibu2 mau foto bareng #DebatFinalPilkadaJKT";
4,0,	""Ahmad Dhani Tak Puas Debat Pilkada, Masalah Jalan di Bekasi Belum Sempat Terungkap https:\/\/t.co\/m3HopPLUID\u2026""";
5,0,	RT @lisdaulay28: Waspada KTP palsu.....kawal PILKADA https:\/\/t.co\/OOoERQV4SM";
6,0,	""@felixsiauw masih bnyak hal agamis yg bisa dibahas, kenapa ke pilkada terus, apa tingkat keimanan anda cuma sebatas pilkada????""";
7,0,	@saidaqil apa maksud pernyataan. Anda? Apa anda mengaminkan kriminalisasi Ahok?? Hati2 jg dg mulutmu pak! https:\/\/t.co\/H4ODVaY0Md";
8,0,	Ahok Akan Integrasikan Transportasi Publik dengan Sistem Single Ticketing\u2026 https:\/\/t.co\/42PH7pqV0b #infoTribun";
9,0,	""Ahok mampu melawan korupsi di ibukota, bangun infrastruktur, mencoba memperbaiki dengan berbagai trobosan dan works well.""";
10,0,	""Awasi Kecurangan Pilkada, Agus - Sylvi Pakai Aplikasi Ini https:\/\/t.co\/xWZW4nUFIU""";
11,0,	""Bisa gak kita seperti Jokowi dan Ahok? Aku kalem, kamu tegas saling melengkapi. :')""";
12,0,	""Bos mau makan di istana ga, Di undang noh makan di istana Gebang tapinya https:\/\/t.co\/ns6cUYCpUj""";
13,0,	Cuti Habis Ahok Jadi Gubernur DKI Lagi? Pengamat: Jangan Mengada-ada | Republika Online https:\/\/t.co\/T3kzvq9E4e";
14,0,	Debat terakhir Pilkada DKI Jakarta digelar Jumat malam. https:\/\/t.co\/e9ixz6Jllr";
15,0,	Demonstran FPD Malteng Desak Bawaslu Hentikan Sementara Tahapan Pilkada Maluku Tengah";
16,0,	""Dulu Didesak Berhentikan Ahok Ngeles Usai Masa Cuti Pilkada, Sekarang Kampanye Mau Habis Kemendagri Ragu-ragu https:\/\/t.co\/92ss4trDcX""";
17,0,	""Gila gara2 pilkada, beberapa tokoh menampakkan watak aslinya.""";
18,0,	Gontor Izinkan Santrinya Pulang Kampung Nyoblos Pilkada DKI | Republika Online https:\/\/t.co\/JhNOT8ecNz";
19,0,	""Gubernur non-aktif DKI Jakarta, Basuki Tjahaja Purnama atau Ahok, berencana merombak struktur jabatan pegawai... https:\/\/t.co\/cdKEZxF9xO""";
20,0,	HEBAT .. !!! Imam Besar Masjid Istiqlal : Kalimat Ahok 100% Tidak Ada Penistaan AGAMA .. !! SEBARKAN";
21,0,	""Ibu2 aja, kalo beli telor pake milih2 sblm ditimbang. Pdh telor kan mirip2. Ibu2 itu tahu, telor ada yg busuk""";
22,0,	Ini Jawaban Ahok Saat Ditanya Terkait Persiapan Debat Pilgub Terakhir Besok https:\/\/t.co\/S6rlsAR7Y9";
23,0,	Ini Pesan Ahok di Hari Pers Nasional #KitaPastiPernah https:\/\/t.co\/h0L6mrjM3R";
24,0,	Istighotsah Bersama Ahok Catut Logo NU https:\/\/t.co\/U2rPY3C25R";
25,0,	Itu yang ngomong jangan pilih Ahok Djarot pernah ngerasain banjir ga sih? :(";
26,0,	Iya aja deh dripada hoax...";
27,0,	Jadi teringat para pelacur.belia yg dijual orang tuanya.sendiri di pantura.demi sesuap nasi https:\/\/t.co\/X5DdR7m693";
28,0,	jadi yg nyebar hoax ketahuan dong ada akun twitter nya lho";
29,0,	Mpok @sylviana_murni-nya tolong Mas @AgusYudhoyono";
30,0,	Ke Bidara beli mangga. Pulang nye liwat Slipi. Jangan lupa ingetin tetangga. Untuk milih Agus sylvi. #7HariLagiMilihAHY #AgusBersamaUlama";
31,0,	Serius tapi ada selipan hiburannya \ud83d\ude06\ud83d\ude06\ud83d\ude06 #pilkadadki2017 #DebatFinalPilkadaJKT";
32,0,	Sylvie sukses blunder bikin paslon 1 drop elektabilitasnya dengan fitnah dan spin salah pilih kader #DebatFinalPilkadaJKT";
33,0,	Ahok: mari berlomba program #DebatFinalPilkadaJKT";
34,0,	#DebatFinalPilkadaJKT aduh... Kecewa pertanyaan paslon 1....";
35,0,	RT @agusdansylvi: #DebatFinalPilkadaJKT Saya pilih nomor 1. Sektor informal akan dimajukan mas Agus dan Mpok Sylvi.";
36,0,	RT @JTmor: Ahok pilihan terbaik untuk Jakarta";
37,0,	RT @augustfrankto: #DebatFinalPilkadaJKT Bu Silvy curhat karena pernah dimarahi sama Pak Ahok...hehe..";
38,0,	Mantap pak AHOK #DebatFinalPilkadaJKT";
39,0,	Ahok gagah kaya gatot kaca! #DebatFinalPilkadaJKT";
40,0,	Telaaaakkk nomer satuuuu. Nghahahaha #DebatFinalPilkadaJKT";
41,0,	Lomba adu program #DebatFinalPilkadaJKT #SkakSilvi";
42,0,	#DebatFinalPilkadaJKT Denger banyak program dan janji dan sering tau pas jadi ga dijalankan rasanya males aja sih.";
43,0,	DEBAT CAGUB DKI ke 3 - 10 Februari 2017 - Segmen 3 Mantap Ahok SKAK Sylviana Murni\n\n#DebatFinalPilkadaJKT";
44,0,	Pertanyaan Ibu Silvy rada maksa.. #DebatFinalPilkadaJKT";
45,0,	""Tanggal 15, pas pilkada nanti sy gak akan milih siapa-siapa ah!""";
46,0,	""Saya pribadi bakal prefer kok muslim dengan kapabilitas, tetapi lihat kondisinya Ahok menjadi pilihan plg realistis buat kemajuan DKI""";
47,0,	""Yang mendukung Mas Anies bukan berarti anti Pak Ahok, begitu Pula sebaliknya""";
48,0,	Spanduk Tolak Salatkan Pembela Penista Agama juga Muncul di Kalibata https:\/\/t.co\/Sr1PbYtigN";
49,0,	#DebatFinalPilkadaJKT Telak banget anjir ngakak!";
50,0,	Ayo berlomba program jangan fitnah2 #DebatFinalPilkadaJKT";
51,0,	RT @deelestari: Akhirnya nggak ngantuk lagi! Yeay! #DebatFinalPilkadaJKT";
52,0,	Duh dibilang ga punya program paslon 1... kesian kesian kesian ... #debatfinalpilkadajkt";
53,0,	""Tuntut Keadilan Bagi Penista Agama, Puluhan Jawara Betawi Ikuti Aksi 212 Jilid II https:\/\/t.co\/HWVuoZyYov""";
54,0,	Keras nih ahok #DebatFinalPilkadaJKT";
55,0,	Paslon 3 Anies Sandiaga Uno 15 Feb 2017 Utk Jakarta Indonesia Raya OK OCE";
56,0,	Sesuai namanya: RONDE FINAL\n\n#DebatFinalPilkadaJKT";
57,0,	""Mendagri Tambah Pusing, Ketika MA Emoh Keluarkan Fatwa Status Gubernur Penista Agama https:\/\/t.co\/J34aMQiMNi""";
58,0,	Tolong adu program";
59,0,	Genderang perang makin kencang #DebatFinalPilkadaJKT";
60,0,	Mpok sylvi udah mulai emosi \ud83d\ude02\n #DebatFinalPilkadaJKT";
61,0,	Some people gabisa bedain kasar sama tegas. #DebatFinalPilkadaJKT";
62,0,	Beliau para pemimpin hebat Indonesia! Kita bangga https:\/\/t.co\/NAWbps9Xpt https:\/\/t.co\/5cC2U9AIEv";
63,0,	@InformasiDKI mungkin bu silvy jg pengen foto sama pak ahok hihihi #DebatFinalPilkadaJKT";
64,0,	#DebatFinalPilkadaJKT Mulai saling serang deh";
65,0,	RT @InaKinoy: baca ini dulu lah biar mendinginkan suasana #DebatFinalPilkadaJKT https:\/\/t.co\/Em9GCKc4qe";
66,0,	ayo berlomba program jgn pitnah doank.. #DebatFinalPilkadaJKT #BadjaPastimenang";
67,0,	RT @qronoz: Pokoknya kalo Ahok udah ngomong: Aduuuuuuh KELAR. #DebatFinalPilkadaJKT";
68,0,	Senjata makan tuan #DebatFinalPilkadaJKT #DebatFinalDKI";
69,0,	Ahok kekerasan verbal? Masa koruptor dielus2 #DebatFinalPilkadaJKT";
70,0,	RT @qronoz: Gak ada program yang mau diserang yang diserang karakternya. AHaY! \ud83d\ude02 #DebatFinalPilkadaJKT";
71,0,	Terkait Jakarta tak Ramah anak apa tanggapan Pak @aniesbaswedan https:\/\/t.co\/ufA55UWBcI";
72,0,	emang OK OCE anies dan sandi dalam mengatasi urbanisasi dan lapangan kerja #DebatFinalPilkadaJKT https:\/\/t.co\/BrCeCZSkux";
73,0,	Suporternya mulai kampungan paslon masih ngomong jg ...... #DebatFinalPilkadaJKT";
74,0,	Mulai seru ni #DebatFinalPilkadaJKT";
75,0,	#DebatFinalPilkadaJKT nangis nangis ketonjok lagi";
76,0,	RT @Kafyonaa: JADI DEBAT TERAKHIR NANTI MALAM PILIHANMU JATUH KE PASLON YANG MANA? #DebatFinalPilkadaJKT #Debat3PilkadaDKI";
77,0,	RT @magendajuang: Wkwkwk udah dah pilih Anies Sandi aja :) #DebatFinalPilkadaJKT https:\/\/t.co\/hMXhjyHBnJ";
78,0,	fitnah lebih kejam loh dari pembunuhan #DebatFinalPilkadaJKT";
79,0,	mari #debatsehat. jangan coba pakai #datasesat. #DebatFinalPilkadaJKT #DebatFinalDiKompasTV";
80,0,	""RT @prastow: Apapun itu, keberanian Ahok membongkar mafia anggaran menjadi tonggak penting menuju APBD yg kredibel dan akuntabel.""";
81,0,	RT @SydSalesman: inilah wujud nasional-is-me dagangannya @pandji ... hebat! https:\/\/t.co\/0fYIG6c2xl";
82,0,	Pak dosen makin keliatan aslinya :(";
83,0,	RT @gabriellaanDini: Dulu di awal kampanye bukannya uda deklarasi anti SARA??? Tadinya gw pikir no.3 lebih mending dari no.1";
84,0,	#DebatFinalPilkadaJKT mateng mpok Silvy di bombardir Pak Ahok... jawaban cerdas Pak Ahok..";
85,0,	#DebatFinalPilkadaJKT mohon tenang";
86,0,	Yg no.1 nih ngomongin hal yg di luar program mulu ya. Ngga ada bhan ya bwt serang lawan.. Cape dehh! #DebatFinalDKI #DebatFinalPilkadaJKT";
87,0,	Cinta pak Ahok pokoknya #DebatFinalPilkadaJKT";
88,0,	#DebatFinalPilkadaJKT nggak cuma ibu2 yang pengen foto sama Ahok bapak2 juga lho";
89,0,	Mas Agus saya akui malam ini....rambut kamu bagus! #DebatFinalPilkadaJKT";
90,0,	RT @republikaonline: Ahok Janji Berani Tutup Tempat Hiburan Malam yang Jual Narkoba";
91,0,	Agus-Sylvi sisipkan bahasa jawa saat debat https:\/\/t.co\/fGTfXgaINx";
92,0,	""RT @hariadhi: Ahok udah perhatikan penyandang disabilitas, jauuuh sebelum kandidat lain berjanji #NobarAhokDjarot #BadjaPastiJuara""";
93,0,	Ahok keren!!! #DebatFinalPilkadaJKT";
94,0,	Gimana ya Tim Ahok kok makin disudutkan(?) Mungkin karena ini final kali y";
95,0,	Nih fakta buat yg asbun. #BadjaPastimenang #DebatFinalPilkadaJKT";
96,0,	Siap-siap meme CCTV. #DebatFinalPilkadaJKT #Debat3PilkadaDKI #DebatFinalDKI";
97,0,	Nyinyir tingkat nasional #DebatFinalPilkadaJKT";
98,0,	Drama bgt itu :(( #DebatFinalPilkadaJKT";
99,0,	Ini judulnya Debat atau nyerang paslon 2 ?????? #DebatFinalPilkadaJKT";
100,0,	Lha kok menyerang gitu ya #DebatFinalPilkadaJKT";
101,0,	Debat sama berantem beda tipis #DebatFinalPilkadaJKT";
102,0,	Orang tegas dibilang maki-maki orang -_- #DebatFinalPilkadaJKT";
103,0,	1 atau 2 perempuan berbeda dengan kaum perempuan #DebatFinalPilkadaJK";
104,0,	mantap OK OCE anies sandi dalam mengatasi urbanisasi dan lapangan kerja";
105,0,	RT @WisnuDewobroto: Ga seru nih. selalu mengungkit masa lalu :). kekerasan Verbal semua pernah lakukan manusia biasa. #DebatFinalPilkadaJKT";
106,0,	satu perempuan bukan semua perempuan #DebatFinalPilkadaJKT";
107,0,	#DebatFinalPilkadaJKT Pertanyaan paslon 1 dpt dikategorikan sbg kekerasan dalam debat.";
108,0,	@jokowi pak maafkan saya. Biarkan malam ini saja saya memposting ujaran kebencian. Hanya malam ini saja pak xoxo #DebatFinalPilkadaJKT";
109,0,	Semoga Allah memenangkan pak Anies-sandi https:\/\/t.co\/sns0rXRw3f";
110,0,	#DebatFinalPilkadaJKT non muslim coblos Ahok muslim coblos Djarot. Bagaimana?";
111,0,	#DebatFinalPilkadaJKT *pemimpin harus dapat ciptakan suasana damai tentram dan bukan adu domba atau hasutan";
112,0,	Saya bertanya kepada Bapak Presiden dan Kapolri OK OCE tuh apaan? #DebatFinalPilkadaJKT";
113,0,	Keliatan banget keberpihakan media #DebatFinalPilkadaJKT";
114,0,	RT @di_HatiKecil: Bagus nih ilustrasinya #DebatFinalPilkadaJKT https:\/\/t.co\/zAQLqrBiUF";
115,0,	RT @rezaoktovian: Ahok terlalu keren :')";
116,0,	isinya timeline twitter cm pilkada.. membosankan sekali..";
117,0,	Mohon tenang mohon tenang #DebatFinalPilkadaJKT";
118,0,	ah diulang. Jawabannya bisa beda kan? #DebatFinalPilkadaJKT";
119,0,	Perasaan bukan pertanyaan itu deh yg td dijawab om @aniesbaswedan audionya ga keluar atau ia ya? #DebatFinalPilkadaJKT";
120,0,	Boleh tinggal di pinggir kali meski bukan tanahnya boleh jualan di pinggir jalan";
121,0,	RT @rigenz123: Sehatkan Warga DKI Melalui #JakartaBerlari Barulah Pembangunan Dapat Sejahterakan Warganya. #DebatFinalPilkadaJKT";
122,0,	kalau kamu diputuskan pacar tanpa sebab mungkin program OKE OCE bisa jadi solusi nya #DebatFinalPilkadaJKT";
123,0,	Melibatkan yang paham pada bidangnya untuk duduk bersama memecahkan solusi. Cara kepemimpinan yg cerdas ! #DebatFinalPilkadaJKT";
124,0,	Justru laki-laki lah yang sering mengalami kekerasan verbal. Berapa kali dirimu dimarahi istrimu..? Ayo ngaku.";
125,0,	RT @TirtoID: Soal gerakan-gerakan ala @aniesbaswedan #PeriksaData #DebatFinalPilkadaJKT";
126,0,	Mayoritas warga Jakarta ingin dipimpin Gubernur baru. Emang iya? #DebatFinalPilkadaJKT";
127,0,	Paslon 1 selalu nyerang paslon 2 ni #DebatFinalPilkadaJKT";
128,0,	RT @JktMajuBersama: Upaya Anies-Sandi untuk mendukung perempuan menjadi pelaku UKM :) #DebatFinalPilkadaJKT";
129,0,	Salah satu indikator meningkatnya kualitas hidup warga Jkt adl terus bisa tersenyum seperti Pak Djarot malam ini";
130,0,	Tontonan yg wajib ditunggu sehabis #DebatFinalPilkadaJKT";
131,0,	""RT @ainouun: Pak Ahok : penyandang disabilitas bukan hanya mereka, suatu saat kita juga bisa jadi. #DebatFinalPilkadaJKT""";
132,0,	""RT @tribunjateng: Saat Jeda, Ahok dan Djarot Sapa Ganjar Pranowo dari Atas Panggung""";
133,0,	@Boojaee sayang hyung cuma pencitraan :* wkwk";
134,0,	""@kurawa Msh inget sm ibu penjual kue di balaikota, cm Pak Ahok yg tau klo si ibu sakit, ibu itu langsung diurus ke rs. Ini bukan pencitraan.""";
135,0,	Biar jajan naik sejuta https://t.co/veZ5PXxDfr";
136,0,	bio gw belum diganti astagfirullah rusak pencitraan cewe cantik";
137,0,	#MataNajwaDebatJakarta Ya ampun udh closing statement msh aja commentnya ky gitu ya";
138,0,	Hah uda closing statement?? Cepet bener?? #DebatFinalPilkadaJKT";
139,0,	RT @digembok: #DebatFinalPilkadaJKT kali ini keren.Biasanya ada sesi tanya-jawab Kali ini ada SESI CURHAT";
140,0,	Ketiga paslon gagal menjawab pertanyaan yang jawabannya harus memuji kebaikan paslon lain";
141,0,	Mari berjuang bersama SBYudhoyono utk memenangkan #SaduddinDhani di #PilkadaKabBekasi2017 #BekasiSAH #BekasiBerjaya";
142,0,	""Jikapun aparatur bisa dibeli, kyai dan santri oplosan dibeli. Masih ada yng ASLI, siap MELAWAN KETIDAKADILAN https://t.co/riloAH9gAd""";
143,0,	Pasangan mana yang unggul dalam debat kandidat Gubernur-Wagub DKI Jakarta Malam Ini?";
144,0,	""Keberagaman itu datang dr hati terdalam, bukan dr pencitraan #Tetap3 #JKTBeragam""";
145,0,	""Membangun bangsa dan negara ini engga cukup dengan metoda pencitraan saja ,tanpa teruji lewat rekam jejak dan integritas tokohnya""";
146,0,	""RT @adelladellaide: Bersikap baik dan menjaga prilaku di depan umum bukan berarti pencitraan, bukan pula """"menjadi orang lain"""".""";
147,0,	""RT @FiersaBesari: Saat jujur, ada yg curiga. Saat berbuat baik, ada yg menuduh pencitraan. Saat bahagia, ada yg iri. Abaikan.""";
148,0,	""Umat Islam yg peduli agama mrk, tentu tdk akan tergoda dg trik2 konyol seperti ini, InshaAllah umat Islam sdh sadar https://t.co/PFH1MPsKFO""";
149,0,	""#AniesIntoleran \nAnies Baswedan, tak lagi memiliki integritas dan kredibilitas sebagai seorang pemimpin. https://t.co/rv053Gt4j8""";
150,0,	@agusriyadi12345 Apakah perlu semua berita ahok harus menggunakan penista agama. Misalnya Penista agama sedang kampanye di Jakarta pusat.";
151,0,	""@agusriyadi12345 Apakah tidak sadis, jika semua berita tentang ahok, judulnya diawali degan Terdakwa penista agama bukan menggunakan nama?""";
152,0,	""@Altefalken kemarin kan ada berita tentang penyakit mengingitis dari Babi, mksd gw apa nyambungnya sama ahok?""";
153,0,	@ISejunnie @AHMADDHANIPRAST artis korea bisa world tour ahmad dhani bisa ?";
154,0,	""@HaqueMarissa ,, ahok di jakarta , daging babi di bali apa hubungan nya ya??""";
155,0,	""Ahmad Dhani Bangkrut Ditagih Utang Melalui Video, Mantan Istrinya Jadi Janda Kaya Raya: Hampir setahun berlalu, https://t.co/22InRwRR26""";
156,0,	""Ahmad Dhani Sentil AHOK, eh Sandiaga Uno cengar cengir.!: https://t.co/vhDAAa3ShI melalui @YouTube""";
157,0,	Hehhee.. Makanya jangan mengagumi sesorng berlebihan.. Kecuali kepada Rasulullah.. https://t.co/ZXVB2DiRMg";
158,0,	#MataNajwaDebatJakarta acara uda abis menurut kalian debat sapa yang betul-betul memaparkan prog dan solusi?";
159,0,	Mereka (koruptor) meletakkan kitab suci ditempat paling rendah...tapi masih sok jadi pemilik kapling surga... https://t.co/oj5YN3WBeI";
160,0,	RT @99Ohhani: Woww dukungan Rakyat Palestina ke Ahok yg ditudu1,bg penista Agama ?? mrk Mengelu2kan Ahok !!!Ahok is The Best https://t.co/";
161,0,	Pencitraan di socmed itu boleh-boleh aja. Tapi harus bisa tanggung jawab sama citra yang udh dibikin. Jangan sampe jadi malu-maluin. Kasian.";
162,0,	RT @kompascom: Kasus Kicauan Ahmad Dhani Dilimpahkan ke Polres Metro Jakarta Selatan. https://t.co/uJ0m7JernN";
163,0,	RT @kv_kahfi: Komplit bgt yaaaa..... Heran nya msh aja yg percaya dan idolain dia https://t.co/PNTYRAnaJO";
164,0,	RT @m0th3rb04rd__: bagaimana keadilan bisa tercipta jika si penista agama belum di vonis penjara\n #BerjamaahTolakReklamasi";
165,0,	""RT @TeddyGusnaidi: Bro.. Kalau yg dimaksud Fatwa Penista agama, MUI gak pernah mengeluarkan Fatwa. https://t.co/x9uXhqJKCa""";
166,0,	RT @TeddyGusnaidi: Sidang hari ini makin menguatkan bahwa Ahok bukan penista agama.. Ada yang bisa bantah?? \nhttps://t.co/2Ksj4snR1t";
167,0,	""Sebut Ahok Bukan Akademisi, Ahmad Dhani: Secara Intelektual, Lebih Intelek Bang Anies https://t.co/YrzfmMV1LG""";
168,0,	""Yg melakukan Penista Agama sesungguhnya, agama yg suci digunakan alat untuk mengejar jabatan (kekuasaan) https://t.co/hKvZIpm8ZS""";
169,0,	""Kalah di Pilkada Bekasi, Ahmad Dhani Jadi Juru Kampanye Pasangan Anies-Sandi https://t.co/oIZpN8hYnd #NenengYes https://t.co/FGOhKhXWxt""";
170,0,	#MataNajwaDebatJakarta Bravo closing statement Anies malam ini.kalau nggak ada debat saya nggak mungkin nonton mata najwa sdh lama tdk suka.";
171,0,	""#MataNajwaDebatJakarta jawaban terakhir Anis jadi bikin ingat jawaban dia pas debat kemarin, """"jawaban anda menarik tapi tidak nyambung""""""";
172,0,	""#MataNajwaDebatJakarta buzzer ahok lagi kerja keras nih,.ayo kerja2 tar gajian ga turun""";
173,0,	#MataNajwaDebatJakarta kerendahan hati dan lawan kerendahan hati kelihatan banget..";
174,0,	#MataNajwaDebatJakarta kok gaya pak @aniesbaswedan kayak SBY ya?";
175,0,	""#MataNajwaDebatJakarta kenyataannya si anis nyaman bgt dgn isu sara kok , kan nguntungin anis , pura2 sok bijak pdhl menikmati isu sara ,""";
176,0,	#MataNajwaDebatJakarta nyesel liat debat tidak bermutu cuma bisa mencela..";
177,0,	#MataNajwaDebatJakarta.kesimpulan: Saya tdk rela punya Gub seorg Anies dan sy percaya Ahok akan menang. Salam 2 jari.";
178,0,	@ibnusungeb ahoker panas dingin ahok kalah debat Sama Anis. #MataNajwaDebatJakarta";
179,0,	Ada yg tahu ga backsound penutup mata najwa ini siapa musisinya dan apa judulnya? #MataNajwaDebatJakarta";
180,0,	""#MataNajwaDebatJakarta p ahok apapun hanya Utk rakyat, p anies tkt dicurangi... Ngerti bedanya..""";
181,0,	""@MataNajwa mantapppp Mata Najwa diskusi lebih hidup dan mendidik,,, jauh berkualitas di banding debat yg selenggarakan KPU""";
182,0,	""@MataNajwa mbak najwa..ayo """"ketengah"""" lagi sedikit..jgn terlihat ke kiri, dgn meminta terus pak anies cpt2 menyelesaikan kalimat2nya..""";
183,0,	""Dan soal soal ribut-ribut pribumi vs non pribumi yang ramai di beranda saya itu, sebenarnya maksudnya apa? ikut...""";
184,0,	""Sedih liat pak anies saat ini, tokoh yang dulu saya kagumi kenapa jadi seperti ini ",') #MataNajwaDebatJakarta"""
185,0,	Awal sp akhir @aniesbaswedan bisanya cm serang pribadi @basuki_btp gak ada program yg perlu dibanggakan #MataNajwaDebatJakarta";
186,0,	Gimana nih om @pandji pasti ikut gedeg juga kan dengerin retorika ga ada wawasan. Tapi gimana udah terlanjur ya. #matanajwadebatjakarta";
187,0,	Haduhhhh Pak Anies.. Terus pendukung anda yang didatengin ke Jakarta itu dari mana pak? Dari luar jakarta kan #MataNajwaDebatJakarta";
188,0,	Haha anies pendemo2 dr jawa barat kok ga ngomen. Takut kalah ya haha #MataNajwaDebatJakarta";
189,0,	#MataNajwaDebatJakarta pak uno habis 62M istrinya ga marah ya pak? Saya mo beli sepatu 300rb aja istri saya marah2 pak";
190,0,	""#MataNajwaDebatJakarta jangan suka menyerang, ini bukan perang,. mengapa ingin ibadah harus menyerang orang..""";
191,0,	""#MataNajwaDebatJakarta Paslon 3 serang terus dengan membawa2 hal2 yg biasa menyerang, tp Paslon 2 tenang menjawabnya""";
192,0,	""Aahhh akuh sedih, akuh org depok ternyata ngga boleh ke jakarta pak mANIES jahattttt #MataNajwaDebatJakarta""";
193,0,	""#MataNajwaDebatJakarta saludd utk mata najwa, berbobot sekali perdebatan malam ini..""";
